ISIN,Company,BBG Ticker,Sector,Industry,Country,Region,MarketCap,SustainEx,NZAF,MSCI,ENERGY_CONSUMP_INTEN_USD,WATER_WD_INTEN_RECENT,CARBON_EMISSIONS_SCOPE_12_INTEN,HAS_COMMITTED_TO_SBTI_TARGET,HAS_SBTI_APPROVED_TARGET,SUST_BIODIV_PROTECT_POL_VALUE,TARGET_SUMMARY_CUM_CHANGE_2030,SBTI_NET_ZERO_TARGET_STATUS,Average Employee Length of service,Microfinance Impact Investment,Supplier ESG training
JP3802400006,Fanuc Corporation,JP3802400006,Industrials,Ind. Goods & Services,Japan,APAC,27202.04,,,,0.10,173.20,27.60,0.00,1.00,0.00,1.66,0.00,,,0.00
US65339F1012,"Nextera Energy, Inc.",US65339F1012,Utilities,Utilities,United States,N America,168184.00,,,,11.61,,2004.20,0.00,0.00,1.00,-25.45,0.00,,,0.00
JP3820000002,"Fuji Electric Co., Ltd.",JP3820000002,Industrials,Ind. Goods & Services,Japan,APAC,8296.77,,,,0.14,1351.83,45.86,0.00,1.00,0.00,-0.87,0.00,,,1.00
CA3039011026,Fairfax Financial Holdings Limited,CA3039011026,Financials,Insurance,Canada,N America,31663.64,,,,0.00,,1.40,0.00,0.00,0.00,,0.00,,,0.00
TW0004904008,"Far Eastone Telecommunications Co., Ltd.",TW0004904008,Telecommunications,Telecommunications,Taiwan,Em APAC,9778.14,,,,0.24,87.59,100.49,0.00,1.00,0.00,-56.19,1.00,11.29,,1.00
JP3802300008,"Fast Retailing Co., Ltd.",JP3802300008,Consumer Discretion,Retailers,Japan,APAC,116168.14,,,,0.03,2.65,17.80,0.00,1.00,0.00,1.98,0.00,,,1.00
US3119001044,Fastenal Company,US3119001044,Basic Materials,Basic Resources,United States,N America,43990.67,,,,0.10,4.28,27.24,0.00,0.00,0.00,9.20,0.00,,,0.00
US31428X1063,Fedex Corporation,US31428X1063,Industrials,Ind. Goods & Services,United States,N America,64589.33,,,,1.04,,199.40,0.00,0.00,0.00,,0.00,,,0.00
TW0009910000,Feng Tay Enterprises Co Ltd,TW0009910000,Consumer Discretion,Consumer Prod & Svs,Taiwan,Em APAC,4309.80,,,,0.20,720.93,79.81,0.00,0.00,0.00,,0.00,,,1.00
US31620M1062,"Fidelity National Information Services, Inc.",US31620M1062,Industrials,Ind. Goods & Services,United States,N America,47327.80,,,,0.01,17.56,4.90,0.00,0.00,0.00,4.09,0.00,,15.27,1.00
US3167731005,Fifth Third Bancorp,US3167731005,Financials,Banks,United States,N America,29670.79,,,,0.02,50.14,8.22,0.00,0.00,0.00,7.66,0.00,,,0.00
IT0003856405,Leonardo - Societa Per Azioni,IT0003856405,Industrials,Ind. Goods & Services,Italy,W Europe,12907.65,,,,0.10,,25.08,0.00,1.00,0.00,-9.56,0.00,,,1.00
US3377381088,"Fiserv, Inc.",US3377381088,Industrials,Ind. Goods & Services,United States,N America,109589.30,,,,0.02,,7.60,0.00,0.00,0.00,5.04,0.00,,,0.00
MXP320321211,"Fomento Economico Mexicano, S.A.B. De C.V.",MXP320321211,Consumer Staples,"Food, Bev. and Tobacc",Mexico,Lat Am,32131.10,,,,0.15,945.11,50.20,0.00,0.00,0.00,,0.00,,,1.00
US3453708600,Ford Motor Company,US3453708600,Consumer Discretion,Automobiles & Parts,United States,N America,42616.25,,,,0.07,95.54,23.76,0.00,1.00,1.00,-11.46,1.00,,,1.00
TW0001301000,Formosa Plastics Corporation,TW0001301000,Industrials,Ind. Goods & Services,Taiwan,Em APAC,9808.04,,,,2.15,,969.90,0.00,1.00,0.00,-55.13,0.00,17.98,,0.00
BE0974264930,Ageas Sa,BE0974264930,Financials,Insurance,Belgium,W Europe,10088.29,,,,0.00,8.50,1.38,0.00,0.00,0.00,,0.00,9.40,,0.00
US3546131018,"Franklin Resources, Inc.",US3546131018,Financials,Financial Services,United States,N America,10517.50,,,,0.01,,4.00,0.00,0.00,0.00,-28.57,0.00,,,0.00
DE0005785604,Fresenius Se & Co. Kgaa,DE0005785604,Health Care,Health Care,Germany,W Europe,24447.64,,,,0.14,613.01,33.50,0.00,0.00,0.00,-0.15,0.00,8.40,,1.00
TW0002881000,"Fubon Financial Holding Co., Ltd.",TW0002881000,Financials,Insurance,Taiwan,Em APAC,39617.56,,,,0.01,25.26,2.96,0.00,1.00,0.00,9.02,1.00,,452.94,1.00
JP3814800003,Subaru Corporation,JP3814800003,Consumer Discretion,Automobiles & Parts,Japan,APAC,12700.14,,,,0.12,150.84,18.90,0.00,0.00,0.00,9.22,0.00,,,0.00
KYG3774X1088,Gcl Technology Holdings Limited,KYG3774X1088,Energy,Energy,Hong Kong,Em APAC,3983.49,,,,2.32,2273.35,871.80,0.00,0.00,0.00,,0.00,,,1.00
CNE000000PC0,"Gd Power Development Co., Ltd.",CNE000000PC0,Utilities,Utilities,China,Em APAC,13073.37,,,,6.39,,13803.10,0.00,0.00,0.00,,0.00,,,0.00
PTGAL0AM0009,"Galp Energia, Sgps, S.A.",PTGAL0AM0009,Energy,Energy,Portugal,W Europe,13384.66,,,,0.32,389.46,120.70,0.00,0.00,0.00,-24.18,0.00,,,1.00
US3666511072,"Gartner, Inc.",US3666511072,Technology,Technology,United States,N America,40164.98,,,,0.01,,2.50,0.00,1.00,0.00,8.76,0.00,4.50,,0.00
FR0010208488,Engie Sa,FR0010208488,Utilities,Utilities,France,W Europe,42123.14,,,,2.94,66498.23,275.76,0.00,1.00,0.00,-69.41,0.00,,,0.00
MYL3182OO002,Genting Berhad,MYL3182OO002,Consumer Discretion,Travel & Leisure,Malaysia,Em APAC,3698.33,,,,3.36,158793.88,794.90,0.00,0.00,0.00,,0.00,,,0.00
US3755581036,"Gilead Sciences, Inc.",US3755581036,Health Care,Health Care,United States,N America,105762.10,,,,0.02,,4.10,0.00,1.00,0.00,-81.49,0.00,,,0.00
CH0010645932,Givaudan Sa,CH0010645932,Basic Materials,Chemicals,Switzerland,W Europe,47712.53,,,,0.15,1302.42,23.40,0.00,1.00,1.00,-40.96,1.00,,,1.00
GB00BN7SWP63,Gsk Plc,GB00BN7SWP63,Health Care,Health Care,United Kingdom,W Europe,80208.49,,,,0.08,191.40,25.30,0.00,1.00,0.00,-100.00,1.00,,,1.00
US37940X1028,Global Payments Inc.,US37940X1028,Industrials,Ind. Goods & Services,United States,N America,25598.88,,,,0.02,,5.86,0.00,0.00,0.00,5.57,0.00,,,0.00
US38141G1040,"The Goldman Sachs Group, Inc.",US38141G1040,Financials,Financial Services,United States,N America,163047.30,,,,0.01,13.54,2.48,0.00,0.00,1.00,-32.63,0.00,,0.18,1.00
CA39138C1068,Great-West Lifeco Inc.,CA39138C1068,Financials,Insurance,Canada,N America,31515.18,,,,0.00,,0.74,0.00,0.00,0.00,-28.55,0.00,,,0.00
CNE0000001D4,"Gree Electric Appliances, Inc. Of Zhuhai",CNE0000001D4,Consumer Discretion,Consumer Prod & Svs,China,Em APAC,38719.81,,,,0.06,,32.40,0.00,0.00,0.00,,0.00,,,0.00
GRS419003009,Greek Organisation Of Football Prognostics S.A.,GRS419003009,Consumer Discretion,Travel & Leisure,Greece,Em Europe,6390.85,,,,0.01,31.68,1.89,0.00,0.00,0.00,,0.00,6.00,,0.00
BE0003797140,Groep Brussel Lambert Nv,BE0003797140,Financials,Financial Services,Belgium,W Europe,10466.24,,,,0.00,,0.02,0.00,1.00,0.00,8.28,0.00,,,0.00
FR0000120644,Danone Sa,FR0000120644,Consumer Staples,"Food, Bev. and Tobacc",France,W Europe,48281.28,,,,0.19,2265.59,56.11,0.00,1.00,1.00,-50.90,1.00,,,1.00
FR0010533075,Getlink S.E.,FR0010533075,Industrials,Ind. Goods & Services,France,W Europe,9510.34,,,,0.39,120.50,21.73,0.00,1.00,1.00,-48.98,0.00,,,1.00
MX01OM000018,Grupo Aeroportuario Del Centro Norte S.A.B. De C.V.,MX01OM000018,Industrials,Ind. Goods & Services,Mexico,Lat Am,2907.83,,,,0.12,954.50,3.60,0.00,0.00,0.00,,0.00,,,0.00
MXP001661018,"Grupo Aeroportuario Del Sureste, S.A.B. De C.V.",MXP001661018,Industrials,Ind. Goods & Services,Mexico,Lat Am,8342.01,,,,0.15,686.43,43.10,0.00,0.00,1.00,,0.00,,,0.00
MXP495211262,Grupo Bimbo S.A.B. De C.V.,MXP495211262,Consumer Staples,"Food, Bev. and Tobacc",Mexico,Lat Am,14669.46,,,,0.36,300.74,58.09,0.00,1.00,0.00,-47.32,1.00,,,1.00
MXP461181085,"Grupo Carso, S.A.B. De C.V.",MXP461181085,Industrials,Ind. Goods & Services,Mexico,Lat Am,14366.29,,,,0.01,42.46,393.97,0.00,0.00,0.00,,0.00,,,0.00
MXP370711014,"Grupo Financiero Banorte, S.A.B. De C.V.",MXP370711014,Financials,Banks,Mexico,Lat Am,22127.05,,,,0.01,53.36,3.33,0.00,1.00,0.00,7.56,0.00,,75.81,1.00
MXP370641013,"Grupo Financiero Inbursa, S.A.B. De C.V.",MXP370641013,Financials,Banks,Mexico,Lat Am,14792.66,,,,0.02,,4.20,0.00,0.00,0.00,,0.00,,,0.00
MXP370841019,"Grupo Mexico, S.A.B. De C.V.",MXP370841019,Basic Materials,Basic Resources,Mexico,Lat Am,44905.25,,,,1.76,7740.47,421.70,0.00,0.00,0.00,4.59,0.00,,,0.00
CNE000001H94,"Chifeng Jilong Gold Mining Co., Ltd.",CNE000001H94,Basic Materials,Basic Resources,China,Em APAC,4280.49,,,,0.16,9994.86,51.03,0.00,0.00,0.00,,0.00,,,0.00
JP3771800004,Hamamatsu Photonics K.K.,JP3771800004,Technology,Technology,Japan,APAC,4538.93,,,,0.11,619.28,40.24,0.00,1.00,0.00,4.74,0.00,15.70,,1.00
CNE000001KK2,"Focus Media Information Technology Co., Ltd.",CNE000001KK2,Consumer Discretion,Media,China,Em APAC,14019.32,,,,0.01,,2.95,0.00,0.00,0.00,,0.00,,,0.00
US4228061093,Heico Corporation,US4228061093,Industrials,Ind. Goods & Services,United States,N America,31765.59,,,,0.21,,25.40,0.00,0.00,0.00,,0.00,,,0.00
JP3783420007,"Hikari Tsushin, Inc.",JP3783420007,Telecommunications,Telecommunications,Japan,APAC,9496.62,,,,0.59,,1.50,0.00,0.00,0.00,,0.00,,,0.00
GB0005405286,Hsbc Holdings Plc,GB0005405286,Financials,Banks,United Kingdom,W Europe,160265.18,,,,0.01,17.08,4.20,0.00,0.00,0.00,8.98,0.00,,,0.00
KR7012330007,"Hyundai Mobis Co.,Ltd",KR7012330007,Consumer Discretion,Automobiles & Parts,South Korea,APAC,15470.48,,,,0.05,31.84,7.00,1.00,0.00,0.00,-37.54,1.00,,,1.00
CNE0000015V6,Avicopter Plc,CNE0000015V6,Industrials,Ind. Goods & Services,China,Em APAC,4594.33,,,,0.18,,25.20,0.00,0.00,0.00,,0.00,,,1.00
GB0004052071,Halma Public Limited Company,GB0004052071,Industrials,Ind. Goods & Services,United Kingdom,W Europe,12384.36,,,,0.03,42.21,6.20,0.00,0.00,0.00,7.77,0.00,,,0.00
CNE000001GD5,Hundsun Technologies Inc.,CNE000001GD5,Technology,Technology,China,Em APAC,6266.53,,,,0.02,124.41,18.66,0.00,0.00,0.00,,0.00,,,0.00
HK0011000095,Hang Seng Bank Limited,HK0011000095,Financials,Banks,Hong Kong,Em APAC,23565.26,,,,0.00,5.97,2.50,0.00,0.00,0.00,9.33,0.00,10.00,,0.00
DE0008402215,Hannover Rueck Se,DE0008402215,Financials,Insurance,Germany,W Europe,34064.48,,,,0.00,,0.10,0.00,0.00,0.00,-28.66,0.00,11.80,,0.00
KR7009830001,Hanwha Solutions Corporation,KR7009830001,Energy,Energy,South Korea,APAC,2974.92,,,,1.31,1621.92,233.40,0.00,0.00,0.00,-27.48,0.00,10.00,,1.00
GB00B1VZ0M25,Hargreaves Lansdown Plc,GB00B1VZ0M25,Financials,Financial Services,United Kingdom,W Europe,6728.60,,,,0.01,,2.00,0.00,0.00,0.00,-31.02,0.00,,,0.00
ZAE000015228,Harmony Gold Mining Company Limited,ZAE000015228,Basic Materials,Basic Resources,South Africa,ROW,6303.96,,,,1.98,11252.32,1824.10,0.00,1.00,1.00,-34.94,0.00,,,0.00
US4165151048,"The Hartford Financial Services Group, Inc.",US4165151048,Financials,Insurance,United States,N America,34388.16,,,,0.00,5.32,0.90,0.00,0.00,0.00,9.32,0.00,,4.81,0.00
INE176B01034,Havells India Limited,INE176B01034,Industrials,Ind. Goods & Services,India,Em APAC,14456.12,,,,0.08,154.35,45.70,0.00,0.00,0.00,4.28,0.00,,,0.00
CNE0000019Z9,Heilongjiang Agriculture Company Limited,CNE0000019Z9,Consumer Staples,"Food, Bev. and Tobacc",China,Em APAC,3516.66,,,,3.33,,133.56,0.00,0.00,0.00,,0.00,,,0.00
NL0000008977,Heineken Holding N.V.,NL0000008977,Consumer Staples,"Food, Bev. and Tobacc",Netherlands,W Europe,20804.54,,,,0.24,2568.80,54.35,0.00,1.00,0.00,-36.14,1.00,,,1.00
GRS260333000,Hellenic Telecommunications Organization S.A.,GRS260333000,Telecommunications,Telecommunications,Greece,Em Europe,7176.75,,,,0.14,29.97,56.68,0.00,1.00,0.00,-13.05,1.00,,,1.00
CH0466642201,Helvetia Holding Ag,CH0466642201,Financials,Insurance,Switzerland,W Europe,9326.66,,,,0.01,35.13,1.60,0.00,0.00,0.00,-28.57,0.00,,,0.00
CNE000001097,"Henan Shenhuo Coal & Power Co.,Ltd",CNE000001097,Basic Materials,Basic Resources,China,Em APAC,5857.52,,,,0.95,,484.60,0.00,0.00,0.00,,0.00,,,0.00
CNE000000XM3,"Henan Shuanghui Investment & Development Co., Ltd.",CNE000000XM3,Consumer Staples,"Food, Bev. and Tobacc",China,Em APAC,12158.54,,,,0.32,2985.74,141.24,0.00,0.00,0.00,,0.00,,,1.00
KYG4402L1510,Hengan International Group Company Limited,KYG4402L1510,Consumer Staples,Drug & Grocery Stores,Hong Kong,Em APAC,3813.02,,,,1.23,2692.28,465.90,0.00,0.00,0.00,,0.00,,,0.00
DE0006048408,Henkel Ag & Co. Kgaa,DE0006048408,Consumer Discretion,Consumer Prod & Svs,Germany,W Europe,37511.19,,,,0.08,268.71,16.65,0.00,1.00,0.00,-19.94,1.00,,,1.00
US4278661081,The Hershey Company,US4278661081,Consumer Staples,"Food, Bev. and Tobacc",United States,N America,27464.46,,,,0.16,404.84,39.52,0.00,1.00,1.00,-44.69,0.00,,,1.00
GB00B0LCW083,Hikma Pharmaceuticals Public Limited Company,GB00B0LCW083,Health Care,Health Care,United Kingdom,W Europe,5509.10,,,,0.15,418.86,50.74,0.00,0.00,0.00,4.82,0.00,,,0.00
INE038A01020,Hindalco Industries Limited,INE038A01020,Basic Materials,Basic Resources,India,Em APAC,19889.30,,,,3.48,2975.04,1097.20,0.00,0.00,1.00,-60.84,0.00,,,1.00
INE030A01027,Hindustan Unilever Limited,INE030A01027,Consumer Staples,Drug & Grocery Stores,India,Em APAC,77784.92,,,,0.14,386.33,32.50,0.00,1.00,1.00,1.85,0.00,,,1.00
CNE000000LC9,"Hisense Home Appliances Group Co., Ltd.",CNE000000LC9,Consumer Discretion,Consumer Prod & Svs,China,Em APAC,5762.73,,,,,280.62,32.47,0.00,0.00,0.00,,0.00,,,
JP3787000003,"Hitachi Construction Machinery Co., Ltd.",JP3787000003,Industrials,Ind. Goods & Services,Japan,APAC,5101.70,,,,0.12,,29.37,0.00,1.00,0.00,2.55,0.00,,,1.00
JP3788600009,"Hitachi, Ltd.",JP3788600009,Industrials,Ind. Goods & Services,Japan,APAC,122448.84,,,,0.07,174.05,19.14,0.00,1.00,1.00,-3.66,1.00,12.60,,1.00
SE0011090018,Holmen Aktiebolag,SE0011090018,Basic Materials,Basic Resources,Sweden,W Europe,6933.92,,,,3.98,30063.35,54.35,0.00,1.00,0.00,-35.79,0.00,,,0.00
US4364401012,"Hologic, Inc.",US4364401012,Health Care,Health Care,United States,N America,18537.61,,,,0.01,28.02,4.10,0.00,0.00,0.00,8.19,0.00,,,0.00
TW0002317005,"Hon Hai Precision Industry Co., Ltd.",TW0002317005,Technology,Technology,Taiwan,Em APAC,86126.85,,,,0.05,424.24,29.84,0.00,1.00,0.00,-47.99,1.00,5.80,,1.00
HK0003000038,The Hong Kong And China Gas Company Limited,HK0003000038,Utilities,Utilities,Hong Kong,Em APAC,14910.03,,,,0.55,65458.46,320.50,0.00,0.00,0.00,3.20,0.00,,,1.00
MYL5819OO007,Hong Leong Bank Berhad,MYL5819OO007,Financials,Banks,Malaysia,Em APAC,10668.03,,,,0.02,34.83,7.82,0.00,0.00,0.00,-28.92,0.00,,,1.00
TW0002207008,"Hotai Motor Co.,Ltd.",TW0002207008,Consumer Discretion,Retailers,Taiwan,Em APAC,11144.82,,,,0.00,2.03,0.20,0.00,0.00,0.00,8.27,0.00,6.07,,1.00
CNE0000011S1,"Huadong Medicine Co., Ltd",CNE0000011S1,Health Care,Health Care,China,Em APAC,8246.38,,,,0.05,246.03,22.90,0.00,0.00,0.00,,0.00,,,0.00
CNE000001JN8,"Hualan Biological Engineering, Inc.",CNE000001JN8,Health Care,Health Care,China,Em APAC,4205.18,,,,0.31,,49.61,0.00,0.00,0.00,,0.00,,,1.00
CNE000000M72,"Wingtech Technology Co., Ltd",CNE000000M72,Telecommunications,Telecommunications,China,Em APAC,5451.75,,,,0.10,,48.60,0.00,0.00,0.00,,0.00,,,0.00
US4448591028,Humana Inc.,US4448591028,Health Care,Health Care,United States,N America,31072.07,,,,0.00,5.75,1.31,0.00,1.00,0.00,-30.45,0.00,7.50,,1.00
CNE000001006,"Hunan Valin Steel Co., Ltd.",CNE000001006,Basic Materials,Basic Resources,China,Em APAC,4233.01,,,,0.39,139233.71,905.00,0.00,0.00,0.00,,0.00,,,0.00
US4461501045,Huntington Bancshares Incorporated,US4461501045,Financials,Banks,United States,N America,22352.94,,,,0.03,,9.09,0.00,0.00,0.00,8.10,0.00,,348.23,0.00
SE0001662230,Husqvarna Ab,SE0001662230,Consumer Discretion,Consumer Prod & Svs,Sweden,W Europe,3843.38,,,,0.06,122.57,17.35,0.00,1.00,0.00,-23.49,0.00,,,1.00
KR7000660001,Sk Hynix Inc.,KR7000660001,Technology,Technology,South Korea,APAC,100339.68,,,,0.91,3163.66,257.85,0.00,0.00,0.00,-24.89,0.00,11.80,,1.00
KR7000720003,"Hyundai Engineering & Construction Co.,Ltd",KR7000720003,Industrials,Construction & Mats,South Korea,APAC,2502.29,,,,0.10,,22.91,0.00,1.00,1.00,-5.31,0.00,,,1.00
KR7011200003,"Hmm Co.,Ltd",KR7011200003,Industrials,Ind. Goods & Services,South Korea,APAC,9363.69,,,,1.33,1.15,366.17,0.00,0.00,1.00,0.58,0.00,,,0.00
INE090A01021,Icici Bank Limited,INE090A01021,Financials,Banks,India,Em APAC,102517.01,,,,0.01,,6.60,0.00,0.00,0.00,,0.00,,777.49,0.00
IL0002810146,Icl Group Ltd,IL0002810146,Basic Materials,Chemicals,Israel,Em Europe,5293.46,,,,1.31,8361.38,362.87,1.00,0.00,1.00,-29.60,0.00,,,1.00
INE669E01016,Vodafone Idea Limited,INE669E01016,Telecommunications,Telecommunications,India,Em APAC,7610.85,,,,0.12,,87.00,0.00,0.00,0.00,,0.00,,,1.00
JP3294460005,Inpex Corporation,JP3294460005,Energy,Energy,Japan,APAC,17714.71,,,,1.09,,633.59,0.00,0.00,1.00,1.29,0.00,,,1.00
MYL1961OO001,Ioi Corporation Berhad,MYL1961OO001,Consumer Staples,"Food, Bev. and Tobacc",Malaysia,Em APAC,5526.62,,,,1.28,1098.81,791.70,1.00,0.00,1.00,-68.32,1.00,,,1.00
INE154A01025,Itc Limited,INE154A01025,Consumer Staples,"Food, Bev. and Tobacc",India,Em APAC,72632.41,,,,0.94,3996.93,186.05,0.00,0.00,0.00,-4.47,0.00,,,1.00
GB0004544929,Imperial Brands Plc,GB0004544929,Consumer Staples,"Food, Bev. and Tobacc",United Kingdom,W Europe,25028.55,,,,0.04,57.32,11.90,0.00,1.00,0.00,-83.93,1.00,,,0.00
INE053A01029,The Indian Hotels Company Limited,INE053A01029,Consumer Discretion,Travel & Leisure,India,Em APAC,11996.83,,,,0.30,2998.60,466.57,1.00,0.00,0.00,,1.00,,,0.00
INE242A01010,Indian Oil Corporation Limited,INE242A01010,Energy,Energy,India,Em APAC,27404.29,,,,0.82,1059.31,203.47,0.00,0.00,0.00,-0.88,0.00,,,1.00
INE095A01012,Indusind Bank Ltd.,INE095A01012,Financials,Banks,India,Em APAC,12486.85,,,,0.02,84.63,13.36,0.00,0.00,0.00,8.73,0.00,,,0.00
QA000A0KD6K3,Industries Qatar Q.P.S.C,QA000A0KD6K3,Basic Materials,Chemicals,Qatar,ROW,21800.47,,,,38.11,,2355.40,0.00,0.00,0.00,,0.00,,,0.00
SE0000107203,Aktiebolaget Industrivarden,SE0000107203,Financials,Financial Services,Sweden,W Europe,15287.34,,,,0.00,,0.00,0.00,0.00,1.00,-63.93,0.00,,,0.00
SE0001515552,Indutrade Aktiebolag,SE0001515552,Industrials,Ind. Goods & Services,Sweden,W Europe,10655.79,,,,0.05,40.30,7.70,1.00,0.00,0.00,-100.00,1.00,,,1.00
DE0006231004,Infineon Technologies Ag,DE0006231004,Technology,Technology,Germany,W Europe,43361.96,,,,0.18,2173.75,28.98,0.00,0.00,0.00,-4.89,0.00,9.60,,1.00
INE663F01024,Info Edge (India) Limited,INE663F01024,Technology,Technology,India,Em APAC,12870.07,,,,0.02,62.72,13.09,0.00,0.00,0.00,,0.00,,,1.00
INE009A01021,Infosys Limited,INE009A01021,Technology,Technology,India,Em APAC,95337.10,,,,0.01,101.82,3.97,0.00,1.00,0.00,-41.86,0.00,,,1.00
IE00BK9ZQ967,Trane Technologies Plc,IE00BK9ZQ967,Industrials,Construction & Mats,United States,N America,90236.50,,,,0.06,,22.62,0.00,1.00,1.00,-60.48,1.00,,,0.00
CNE0000017H1,"Inner Mongolia Baotou Steel Union Co., Ltd",CNE0000017H1,Basic Materials,Basic Resources,China,Em APAC,10601.23,,,,1.86,300966.96,907.72,0.00,0.00,0.00,,0.00,,,0.00
CNE000000SK7,"Inner Mongolia Yitai Coal Co., Ltd",CNE000000SK7,Energy,Energy,China,Em APAC,10405.34,,,,5.59,1266.07,2136.40,0.00,0.00,0.00,,0.00,,,0.00
CNE0000012M2,"Ieit Systems Co., Ltd,",CNE0000012M2,Technology,Technology,China,Em APAC,8228.38,,,,0.01,22.54,3.70,0.00,0.00,0.00,,0.00,,,1.00
COE15PA00026,Interconexion Electrica S.A. E.S.P.,COE15PA00026,Utilities,Utilities,Colombia,Lat Am,4626.79,,,,0.02,61.72,197.70,0.00,0.00,0.00,,0.00,,,0.00
PHY411571011,"International Container Terminal Services, Inc.",PHY411571011,Industrials,Ind. Goods & Services,Philippines,Em APAC,14497.27,,,,0.30,323.08,107.79,0.00,0.00,0.00,,0.00,,,0.00
US4606901001,"The Interpublic Group Of Companies, Inc.",US4606901001,Consumer Discretion,Media,United States,N America,11789.79,,,,0.01,,6.32,0.00,1.00,0.00,-80.06,0.00,,,1.00
GB0031638363,Intertek Group Plc,GB0031638363,Industrials,Ind. Goods & Services,United Kingdom,W Europe,10624.53,,,,0.10,,44.95,0.00,1.00,0.00,-0.64,0.00,,,0.00
IT0000072618,Intesa Sanpaolo Spa,IT0000072618,Financials,Banks,Italy,W Europe,77853.84,,,,,58.94,2.50,1.00,0.00,0.00,-28.58,1.00,19.10,128.80,0.00
US4612021034,Intuit Inc.,US4612021034,Technology,Technology,United States,N America,172850.40,,,,0.01,10.78,1.72,0.00,1.00,0.00,-41.07,1.00,,,0.00
TW0002356003,Inventec Corporation,TW0002356003,Technology,Technology,Taiwan,Em APAC,4947.93,,,,0.02,58.07,5.72,0.00,1.00,0.00,-40.31,1.00,,,1.00
SE0010100958,Investmentaktiebolaget Latour,SE0010100958,Industrials,Ind. Goods & Services,Sweden,W Europe,17350.67,,,,0.00,,8.87,0.00,0.00,0.00,-20.24,0.00,,,0.00
IL0006912120,Israel Discount Bank Limited,IL0006912120,Financials,Banks,Israel,Em Europe,6727.42,,,,0.01,,5.64,0.00,0.00,0.00,,0.00,13.40,1653.12,0.00
BRITSAACNOR0,Itausa S.A.,BRITSAACNOR0,Financials,Financial Services,Brazil,Lat Am,19184.58,,,,0.00,0.95,34.73,0.00,0.00,0.00,-31.27,0.00,,,0.00
BRJBSSACNOR8,Jbs S.A.,BRJBSSACNOR8,Consumer Staples,"Food, Bev. and Tobacc",Brazil,Lat Am,12533.27,,,,0.31,2586.52,79.60,0.00,0.00,0.00,6.58,0.00,,,1.00
JP3386030005,"Jfe Holdings, Inc.",JP3386030005,Basic Materials,Basic Resources,Japan,APAC,8021.62,,,,0.90,5557.21,1417.10,0.00,0.00,1.00,-9.03,0.00,,,0.00
INE019A01038,Jsw Steel Limited,INE019A01038,Basic Materials,Basic Resources,India,Em APAC,29338.95,,,,7.39,4271.94,2444.30,0.00,0.00,1.00,-16.36,0.00,,,0.00
US4663131039,Jabil Inc.,US4663131039,Technology,Technology,United States,N America,14093.29,,,,0.08,,53.02,1.00,0.00,0.00,3.30,1.00,,,1.00
CNE000001F05,"Jcet Group Co., Ltd.",CNE000001F05,Technology,Technology,China,Em APAC,9254.82,,,,0.44,3010.52,166.90,0.00,0.00,0.00,,0.00,,,1.00
CNE000001NY7,"Gotion High-Tech Co.,Ltd.",CNE000001NY7,Industrials,Ind. Goods & Services,China,Em APAC,5486.61,,,,0.39,470.14,41.40,0.00,0.00,0.00,,0.00,,,1.00
CNE000001FQ9,"Hengtong Optic-Electric Co.,Ltd",CNE000001FQ9,Industrials,Ind. Goods & Services,China,Em APAC,5951.36,,,,0.17,,50.70,0.00,0.00,0.00,,0.00,,,0.00
CNE000001B66,"Jiangsu Yangnong Chemical Co., Ltd.",CNE000001B66,Basic Materials,Chemicals,China,Em APAC,3379.95,,,,3.49,,167.19,0.00,0.00,0.00,,0.00,,,0.00
CNE0000019P0,Jiangxi Copper Company Limited,CNE0000019P0,Basic Materials,Basic Resources,China,Em APAC,9457.23,,,,0.07,13082.03,30.80,0.00,0.00,0.00,,0.00,,,0.00
CNE000000MS3,Cnpc Capital Company Limited,CNE000000MS3,Financials,Banks,China,Em APAC,15152.04,,,,0.00,12.88,1.03,0.00,0.00,0.00,,0.00,,,0.00
INE749A01030,Jindal Steel And Power Limited,INE749A01030,Basic Materials,Basic Resources,India,Em APAC,12105.36,,,,10.18,2991.93,2923.30,0.00,0.00,0.00,,0.00,,,0.00
US4781601046,Johnson & Johnson,US4781601046,Health Care,Health Care,United States,N America,388673.80,,,,0.04,85.72,10.40,0.00,1.00,1.00,-60.89,0.00,,,1.00
PHY4466S1007,Jollibee Foods Corp.,PHY4466S1007,Consumer Discretion,Travel & Leisure,Philippines,Em APAC,5576.21,,,,0.20,2059.13,128.00,0.00,0.00,0.00,,0.00,,,0.00
GRS282183003,Jumbo S.A.,GRS282183003,Consumer Discretion,Retailers,Greece,Em Europe,3794.07,,,,0.00,8.99,25.50,0.00,0.00,0.00,,0.00,,,0.00
JP3210200006,Kajima Corporation,JP3210200006,Industrials,Construction & Mats,Japan,APAC,9401.51,,,,0.07,77.75,13.34,0.00,1.00,1.00,-29.41,0.00,,,0.00
BE0003565737,Kbc Groep Nv,BE0003565737,Financials,Banks,Belgium,W Europe,31658.45,,,,0.01,13.27,2.16,0.00,0.00,0.00,-99.94,0.00,,0.39,0.00
PLKGHM000017,Kghm Polska Miedz Spolka Akcyjna,PLKGHM000017,Basic Materials,Basic Resources,Poland,Em Europe,8109.30,,,,0.69,10097.78,414.70,0.00,0.00,0.00,,0.00,,,0.00
